,eventId,teamId_x,eventPeriod_x,startTime,endTime,eventType,outcome,cross,keyPass,assist,subEventType,bodyPart,xG,eventTypes,eventPeriod_y,eventTime,teamId_y,playerId,x,y,relativeEvent_eventId,relativeEvent_playerId,relativeEvent_x,relativeEvent_y,ballPosition_x,ballPosition_y,playerName,playerLastName,time_sec,time_min
1295,41258923,10757,SECOND_HALF,2718245,2719617,Pass,Unsuccessful,False,False,False,,,,,SECOND_HALF,2719617,10758,210332.0,0.865055,0.388527,41258924.0,210325.0,0.890223,0.401944,,,Jakub,Brabec,2719.617,45.326950000000004
1296,41258923,10757,SECOND_HALF,2718245,2719617,Recovery,,,,,,,,,SECOND_HALF,2719617,10758,210332.0,0.865055,0.388527,41258924.0,210325.0,0.890223,0.401944,,,Jakub,Brabec,2719.617,45.326950000000004
1297,41258923,10758,SECOND_HALF,2719617,2719617,Pass,Unsuccessful,False,False,False,,,,,SECOND_HALF,2719617,10758,210332.0,0.865055,0.388527,41258924.0,210325.0,0.890223,0.401944,,,Jakub,Brabec,2719.617,45.326950000000004
1298,41258923,10758,SECOND_HALF,2719617,2719617,Recovery,,,,,,,,,SECOND_HALF,2719617,10758,210332.0,0.865055,0.388527,41258924.0,210325.0,0.890223,0.401944,,,Jakub,Brabec,2719.617,45.326950000000004
1299,41258924,10758,SECOND_HALF,2719617,2719617,Hit,,,,,,,,,SECOND_HALF,2719599,10758,210325.0,0.890223,0.401944,,,,,,,Lukas,Masopust,2719.599,45.32665
1300,41260404,10757,SECOND_HALF,2727651,2730604,Pass,Successful,False,False,False,,,,,SECOND_HALF,2727651,10757,210302.0,0.0,0.589928,41260405.0,210301.0,0.0328508,0.523938,,,Leonardo,Spinazzola,2727.651,45.46085
1301,41260404,10757,SECOND_HALF,2727651,2730604,Set Piece,,,,,Throw-In,,,,SECOND_HALF,2727651,10757,210302.0,0.0,0.589928,41260405.0,210301.0,0.0328508,0.523938,,,Leonardo,Spinazzola,2727.651,45.46085
1303,41258938,10757,SECOND_HALF,2727651,2730604,Foul,,,,,Foul,,,,SECOND_HALF,2730604,10758,210325.0,0.936322,0.486607,,,,,,,Lukas,Masopust,2730.604,45.51006666666667
1304,41263583,10757,SECOND_HALF,2737109,2743775,Pass,Successful,False,False,False,,,,,SECOND_HALF,2737109,10757,210302.0,0.0110899,0.514719,41263584.0,210308.0,0.0292768,0.394529,,,Leonardo,Spinazzola,2737.109,45.61848333333333
1305,41263583,10757,SECOND_HALF,2737109,2743775,Set Piece,,,,,Freekick,,,,SECOND_HALF,2737109,10757,210302.0,0.0110899,0.514719,41263584.0,210308.0,0.0292768,0.394529,,,Leonardo,Spinazzola,2737.109,45.61848333333333
1307,41263587,10757,SECOND_HALF,2737109,2743775,Pass,Successful,False,False,False,,,,,SECOND_HALF,2738994,10757,210308.0,0.0437651,0.377507,41263588.0,210309.0,0.4526,0.306445,,,Giorgio,Chiellini,2738.994,45.6499
1309,41263592,10757,SECOND_HALF,2737109,2743775,Pass,Successful,False,False,False,,,,,SECOND_HALF,2742592,10757,210309.0,0.516436,0.32979,41263593.0,210311.0,0.612337,0.50773,,,Leonardo,Bonucci,2742.592,45.70986666666667
1311,41263593,10757,SECOND_HALF,2737109,2743775,Mistake,,,,,,,,,SECOND_HALF,2743775,10757,210311.0,0.612337,0.50773,,,,,,,Nicolo,Barella,2743.775,45.72958333333334
1312,41258986,10758,SECOND_HALF,2744840,2755305,Pass,Successful,False,False,False,,,,,SECOND_HALF,2744840,10758,210329.0,0.389893,0.555171,41258987.0,210328.0,0.292837,0.587786,,,Vladimir,Darida,2744.84,45.74733333333334
1313,41258986,10758,SECOND_HALF,2744840,2755305,Recovery,,,,,,,,,SECOND_HALF,2744840,10758,210329.0,0.389893,0.555171,41258987.0,210328.0,0.292837,0.587786,,,Vladimir,Darida,2744.84,45.74733333333334
1314,41258987,10758,SECOND_HALF,2744840,2755305,Pass,Successful,False,False,False,,,,,SECOND_HALF,2745601,10758,210328.0,0.292837,0.587786,41258988.0,210340.0,0.499484,0.697253,,,Jakub,Jankto,2745.601,45.760016666666665
1317,41258956,10758,SECOND_HALF,2744840,2755305,Pass,Successful,False,False,False,,,,,SECOND_HALF,2747920,10758,210340.0,0.540429,0.68298,41258957.0,210338.0,0.645694,0.667642,,,Patrik,Schick,2747.92,45.79866666666667
1319,41258966,10758,SECOND_HALF,2744840,2755305,Pass,Successful,False,False,False,,,,,SECOND_HALF,2750452,10758,210338.0,0.692595,0.72892,41258967.0,210325.0,0.864079,0.873616,,,Tomas,Soucek,2750.452,45.84086666666667
1321,41258969,10758,SECOND_HALF,2744840,2755305,Pass,Unsuccessful,True,False,False,,,,,SECOND_HALF,2753511,10758,210325.0,0.850138,0.927038,41258970.0,,0.385443,0.922135,,,Lukas,Masopust,2753.511,45.89185
1323,41263601,10758,SECOND_HALF,2744840,2755305,Clearance,,,,,,,,,SECOND_HALF,2755305,10757,210311.0,0.619354,0.0719985,,,,,,,Nicolo,Barella,2755.305,45.921749999999996
1324,41258972,10758,SECOND_HALF,2757229,2757832,Recovery,,,,,,,,,SECOND_HALF,2757229,10758,210333.0,0.389794,0.856915,,,,,,,Jan,Boril,2757.229,45.95381666666666
1325,41258975,10758,SECOND_HALF,2757229,2757832,Shot,Missed,,,,,Left Foot,0.09949861476342503,,SECOND_HALF,2757832,10758,210333.0,0.376288,0.86114,,,,,,,Jan,Boril,2757.832,45.96386666666667
1326,41263606,10757,SECOND_HALF,2770573,2786320,Pass,Successful,False,False,False,,,,,SECOND_HALF,2770573,10757,210308.0,0.382522,0.0439795,41263607.0,210307.0,0.502856,0.0340179,,,Giorgio,Chiellini,2770.573,46.17621666666666
1327,41263606,10757,SECOND_HALF,2770573,2786320,Set Piece,,,,,Goal Kick,,,,SECOND_HALF,2770573,10757,210308.0,0.382522,0.0439795,41263607.0,210307.0,0.502856,0.0340179,,,Giorgio,Chiellini,2770.573,46.17621666666666
1329,41263610,10757,SECOND_HALF,2770573,2786320,Pass,Successful,False,False,False,,,,,SECOND_HALF,2775716,10757,210307.0,0.555256,0.0733511,41263611.0,210309.0,0.767797,0.0423196,,,Gianluigi,Donnarumma,2775.716,46.26193333333333
1331,41263614,10757,SECOND_HALF,2770573,2786320,Pass,Successful,False,False,False,,,,,SECOND_HALF,2778840,10757,210309.0,0.772014,0.051813,41263615.0,210306.0,0.955986,0.153422,,,Leonardo,Bonucci,2778.84,46.314
1333,41263627,10757,SECOND_HALF,2770573,2786320,Pass,Successful,False,False,False,,,,,SECOND_HALF,2783597,10757,210306.0,0.932808,0.249752,41263628.0,210305.0,0.718607,0.491222,,,Alessandro,Florenzi,2783.597,46.393283333333336
1334,41263628,10757,SECOND_HALF,2770573,2786320,Pass,Successful,False,False,False,,,,,SECOND_HALF,2785365,10757,210305.0,0.718607,0.491222,41263629.0,210310.0,0.768098,0.448593,,,Ciro,Immobile,2785.365,46.42274999999999
1336,41263629,10757,SECOND_HALF,2770573,2786320,Pass,Unsuccessful,False,False,False,,,,,SECOND_HALF,2786320,10757,210310.0,0.768098,0.448593,41263630.0,,0.656205,0.570198,,,Domenico,Berardi,2786.32,46.43866666666667
1338,41259000,10758,SECOND_HALF,2788166,2788166,Pass,Unsuccessful,False,False,False,,,,,SECOND_HALF,2788166,10758,210332.0,0.347541,0.427317,41259001.0,,0.28069,0.457261,,,Jakub,Brabec,2788.166,46.469433333333335
1339,41259000,10758,SECOND_HALF,2788166,2788166,Recovery,,,,,,,,,SECOND_HALF,2788166,10758,210332.0,0.347541,0.427317,41259001.0,,0.28069,0.457261,,,Jakub,Brabec,2788.166,46.469433333333335
1340,41263640,10757,SECOND_HALF,2788653,2792074,Take-On,Unsuccessful,,,,,,,,SECOND_HALF,2788653,10757,210305.0,0.708834,0.550146,,,,,,,Ciro,Immobile,2788.653,46.477549999999994
1341,41263640,10757,SECOND_HALF,2788653,2792074,Recovery,,,,,,,,,SECOND_HALF,2788653,10757,210305.0,0.708834,0.550146,,,,,,,Ciro,Immobile,2788.653,46.477549999999994
1342,41259006,10757,SECOND_HALF,2788653,2792074,Recovery,,,,,,,,,SECOND_HALF,2792074,10758,210330.0,0.378327,0.211611,,,,,,,Vladimir,Coufal,2792.074,46.53456666666667
1343,41259006,10758,SECOND_HALF,2792074,2794022,Recovery,,,,,,,,,SECOND_HALF,2792074,10758,210330.0,0.378327,0.211611,,,,,,,Vladimir,Coufal,2792.074,46.53456666666667
1344,41259009,10758,SECOND_HALF,2792074,2794022,Pass,Unsuccessful,False,False,False,,,,,SECOND_HALF,2794022,10758,210330.0,0.187942,0.190703,41259010.0,,0.0405373,0.526579,,,Vladimir,Coufal,2794.022,46.567033333333335
1345,41263646,10757,SECOND_HALF,2796284,2817506,Recovery,,,,,,,,,SECOND_HALF,2796161,10757,210306.0,0.96122,0.473653,,,,,,,Alessandro,Florenzi,2796.161,46.60268333333333
1346,41263650,10757,SECOND_HALF,2796284,2817506,Pass,Successful,False,False,False,,,,,SECOND_HALF,2797964,10757,210306.0,0.946493,0.419113,41263651.0,210309.0,0.799623,0.308773,,,Alessandro,Florenzi,2797.964,46.632733333333334
1348,41263658,10757,SECOND_HALF,2796284,2817506,Pass,Successful,False,False,False,,,,,SECOND_HALF,2802071,10757,210309.0,0.738819,0.30882,41263659.0,210301.0,0.600715,0.377157,,,Leonardo,Bonucci,2802.071,46.70118333333333
1349,41263659,10757,SECOND_HALF,2796284,2817506,Pass,Successful,False,False,False,,,,,SECOND_HALF,2802969,10757,210301.0,0.600715,0.377157,41263660.0,210308.0,0.322705,0.279022,,,Manuel,Locatelli,2802.969,46.71615
1352,41263661,10757,SECOND_HALF,2796284,2817506,Pass,Successful,False,False,False,,,,,SECOND_HALF,2809032,10757,210308.0,0.16921,0.390832,41263662.0,210301.0,0.307385,0.414078,,,Giorgio,Chiellini,2809.032,46.8172
1353,41263662,10757,SECOND_HALF,2796284,2817506,Pass,Successful,False,False,False,,,,,SECOND_HALF,2809851,10757,210301.0,0.307385,0.414078,41263663.0,210308.0,0.147552,0.376544,,,Manuel,Locatelli,2809.851,46.830850000000005
1356,41263667,10757,SECOND_HALF,2796284,2817506,Pass,Successful,False,False,False,,,,,SECOND_HALF,2811827,10757,210308.0,0.164247,0.359315,41263668.0,210307.0,0.39859,0.203563,,,Giorgio,Chiellini,2811.827,46.86378333333334
1358,41263669,10757,SECOND_HALF,2796284,2817506,Pass,Successful,False,False,False,,,,,SECOND_HALF,2814446,10757,210307.0,0.398323,0.209411,41263670.0,210309.0,0.532788,0.21785,,,Gianluigi,Donnarumma,2814.446,46.90743333333333
1360,41263671,10757,SECOND_HALF,2796284,2817506,Pass,Unsuccessful,False,False,False,,,,,SECOND_HALF,2817506,10757,210309.0,0.574579,0.258883,41263672.0,,0.595225,0.858802,,,Leonardo,Bonucci,2817.506,46.95843333333333
1361,41259030,10758,SECOND_HALF,2820823,2841923,Recovery,,,,,,,,,SECOND_HALF,2820727,10758,210324.0,0.409816,0.143207,,,,,,,Jiri,Pavlenka,2820.727,47.012116666666664
1362,41259047,10758,SECOND_HALF,2820823,2841923,Pass,Successful,False,False,False,,,,,SECOND_HALF,2828232,10758,210324.0,0.463393,0.0986991,41259048.0,210335.0,0.257684,0.103684,,,Jiri,Pavlenka,2828.232,47.1372
1364,41259072,10758,SECOND_HALF,2820823,2841923,Pass,Successful,False,False,False,,,,,SECOND_HALF,2833901,10758,210335.0,0.390741,0.248877,41259073.0,210324.0,0.50495,0.0623967,,,David,Zima,2833.901,47.23168333333333
1365,41259073,10758,SECOND_HALF,2820823,2841923,Pass,Successful,False,False,False,,,,,SECOND_HALF,2835881,10758,210324.0,0.50495,0.0623967,41259074.0,210332.0,0.882502,0.139964,,,Jiri,Pavlenka,2835.881,47.26468333333333
1367,41259074,10758,SECOND_HALF,2820823,2841923,Pass,Unsuccessful,False,False,False,,,,,SECOND_HALF,2839055,10758,210332.0,0.882502,0.139964,41259075.0,210340.0,0.763531,0.525265,,,Jakub,Brabec,2839.055,47.31758333333333
1369,41263680,10758,SECOND_HALF,2820823,2841923,Pass,Successful,False,False,False,,,,,SECOND_HALF,2841923,10757,210308.0,0.251346,0.475315,41263681.0,210309.0,0.408365,0.358317,,,Giorgio,Chiellini,2841.923,47.36538333333333
1370,41263680,10758,SECOND_HALF,2820823,2841923,Duel,Successful,,,,Aerial,,,,SECOND_HALF,2841923,10757,210308.0,0.251346,0.475315,41263681.0,210309.0,0.408365,0.358317,,,Giorgio,Chiellini,2841.923,47.36538333333333
1371,41263680,10758,SECOND_HALF,2820823,2841923,Interception,,,,,,,,,SECOND_HALF,2841923,10757,210308.0,0.251346,0.475315,41263681.0,210309.0,0.408365,0.358317,,,Giorgio,Chiellini,2841.923,47.36538333333333
1372,41263680,10757,SECOND_HALF,2841923,2894355,Pass,Successful,False,False,False,,,,,SECOND_HALF,2841923,10757,210308.0,0.251346,0.475315,41263681.0,210309.0,0.408365,0.358317,,,Giorgio,Chiellini,2841.923,47.36538333333333
1373,41263680,10757,SECOND_HALF,2841923,2894355,Duel,Successful,,,,Aerial,,,,SECOND_HALF,2841923,10757,210308.0,0.251346,0.475315,41263681.0,210309.0,0.408365,0.358317,,,Giorgio,Chiellini,2841.923,47.36538333333333
1374,41263680,10757,SECOND_HALF,2841923,2894355,Interception,,,,,,,,,SECOND_HALF,2841923,10757,210308.0,0.251346,0.475315,41263681.0,210309.0,0.408365,0.358317,,,Giorgio,Chiellini,2841.923,47.36538333333333
1375,41263681,10757,SECOND_HALF,2841923,2894355,Pass,Successful,False,False,False,,,,,SECOND_HALF,2844699,10757,210309.0,0.408365,0.358317,41263682.0,210307.0,0.463714,0.14318,,,Leonardo,Bonucci,2844.699,47.41165
1378,41263687,10757,SECOND_HALF,2841923,2894355,Pass,Successful,False,False,False,,,,,SECOND_HALF,2855326,10757,210307.0,0.463184,0.133979,41263688.0,210301.0,0.439391,0.217271,,,Gianluigi,Donnarumma,2855.326,47.588766666666665
1380,41263693,10757,SECOND_HALF,2841923,2894355,Pass,Successful,False,False,False,,,,,SECOND_HALF,2859483,10757,210301.0,0.482467,0.204808,41263694.0,210303.0,0.668029,0.24527,,,Manuel,Locatelli,2859.483,47.65805
1382,41263696,10757,SECOND_HALF,2841923,2894355,Pass,Successful,False,False,False,,,,,SECOND_HALF,2863878,10757,210303.0,0.735656,0.171598,41263697.0,210307.0,0.484321,0.0511272,,,Jorginho,,2863.878,47.731300000000005
1384,41263700,10757,SECOND_HALF,2841923,2894355,Pass,Successful,False,False,False,,,,,SECOND_HALF,2867086,10757,210307.0,0.449165,0.0575902,41263701.0,210305.0,0.428082,0.402607,,,Gianluigi,Donnarumma,2867.086,47.78476666666666
1386,41263715,10757,SECOND_HALF,2841923,2894355,Pass,Successful,False,False,False,,,,,SECOND_HALF,2872900,10757,210305.0,0.613085,0.309489,41263716.0,210306.0,0.893829,0.303912,,,Ciro,Immobile,2872.9,47.88166666666667
1387,41263716,10757,SECOND_HALF,2841923,2894355,Pass,Successful,False,False,False,,,,,SECOND_HALF,2874624,10757,210306.0,0.893829,0.303912,41263717.0,210310.0,0.956433,0.452155,,,Alessandro,Florenzi,2874.624,47.910399999999996
1390,41263719,10757,SECOND_HALF,2841923,2894355,Pass,Successful,False,False,False,,,,,SECOND_HALF,2876494,10757,210310.0,0.928172,0.443108,41263720.0,210306.0,0.928738,0.33377,,,Domenico,Berardi,2876.494,47.94156666666667
1392,41263722,10757,SECOND_HALF,2841923,2894355,Pass,Successful,False,False,False,,,,,SECOND_HALF,2878415,10757,210306.0,0.916731,0.339789,41263723.0,210303.0,0.801548,0.360691,,,Alessandro,Florenzi,2878.415,47.97358333333333
1394,41263726,10757,SECOND_HALF,2841923,2894355,Pass,Successful,False,False,False,,,,,SECOND_HALF,2880241,10757,210303.0,0.787582,0.346517,41263727.0,210309.0,0.643386,0.237184,,,Jorginho,,2880.241,48.004016666666665
1396,41263731,10757,SECOND_HALF,2841923,2894355,Pass,Successful,False,False,False,,,,,SECOND_HALF,2883216,10757,210309.0,0.62704,0.292134,41263732.0,210304.0,0.354966,0.567016,,,Leonardo,Bonucci,2883.216,48.053599999999996
1398,41263739,10757,SECOND_HALF,2841923,2894355,Pass,Successful,False,False,False,,,,,SECOND_HALF,2886976,10757,210304.0,0.412451,0.638052,41263740.0,210302.0,0.140452,0.741687,,,Lorenzo,Insigne,2886.976,48.11626666666667
1400,41263747,10757,SECOND_HALF,2841923,2894355,Pass,Unsuccessful,True,False,False,,,,,SECOND_HALF,2893701,10757,210302.0,0.322357,0.993293,41263748.0,,0.365685,0.982056,,,Leonardo,Spinazzola,2893.701,48.22835
1402,41259144,10757,SECOND_HALF,2841923,2894355,Tackle,Successful,,,,,,,,SECOND_HALF,2894355,10758,210330.0,0.654794,0.0109492,,,,,,,Vladimir,Coufal,2894.355,48.23925
1403,41259144,10757,SECOND_HALF,2841923,2894355,Intervention,,,,,,,,,SECOND_HALF,2894355,10758,210330.0,0.654794,0.0109492,,,,,,,Vladimir,Coufal,2894.355,48.23925
1404,41263769,10757,SECOND_HALF,2913655,2947393,Pass,Successful,False,False,False,,,,,SECOND_HALF,2913655,10757,210304.0,0.0,0.993474,41263770.0,210311.0,0.200837,0.960587,,,Lorenzo,Insigne,2913.655,48.56091666666667
1405,41263769,10757,SECOND_HALF,2913655,2947393,Set Piece,,,,,Corner,,,,SECOND_HALF,2913655,10757,210304.0,0.0,0.993474,41263770.0,210311.0,0.200837,0.960587,,,Lorenzo,Insigne,2913.655,48.56091666666667
1406,41263770,10757,SECOND_HALF,2913655,2947393,Pass,Successful,False,False,False,,,,,SECOND_HALF,2915134,10757,210311.0,0.200837,0.960587,41263771.0,210304.0,0.0731855,0.90325,,,Nicolo,Barella,2915.134,48.585566666666665
1408,41263771,10757,SECOND_HALF,2913655,2947393,Pass,Successful,False,False,False,,,,,SECOND_HALF,2916642,10757,210304.0,0.0731855,0.90325,41263772.0,210303.0,0.213618,0.794245,,,Lorenzo,Insigne,2916.642,48.610699999999994
1411,41263775,10757,SECOND_HALF,2913655,2947393,Pass,Successful,False,False,False,,,,,SECOND_HALF,2918908,10757,210303.0,0.207269,0.794037,41263776.0,210311.0,0.070866,0.896195,,,Jorginho,,2918.908,48.648466666666664
1413,41263782,10757,SECOND_HALF,2913655,2947393,Ball Received,,,,,,,,,SECOND_HALF,2924137,10757,210303.0,0.165665,0.748483,,,,,,,Jorginho,,2924.137,48.73561666666667
1414,41263785,10757,SECOND_HALF,2913655,2947393,Control Under Pressure,,,,,,,,,SECOND_HALF,2924636,10757,210303.0,0.13977,0.746144,,,,,,,Jorginho,,2924.636,48.74393333333333
1415,41263788,10757,SECOND_HALF,2913655,2947393,Pass,Successful,False,False,False,,,,,SECOND_HALF,2926352,10757,210303.0,0.0428496,0.750015,41263789.0,210311.0,0.0941683,0.601569,,,Jorginho,,2926.352,48.77253333333333
1417,41263795,10757,SECOND_HALF,2913655,2947393,Pass,Successful,False,False,False,,,,,SECOND_HALF,2929875,10757,210311.0,0.145722,0.564179,41263796.0,210304.0,0.246917,0.636975,,,Nicolo,Barella,2929.875,48.83125
1418,41263796,10757,SECOND_HALF,2913655,2947393,Pass,Successful,False,False,False,,,,,SECOND_HALF,2930964,10757,210304.0,0.246917,0.636975,41263797.0,210311.0,0.223024,0.530643,,,Lorenzo,Insigne,2930.964,48.849399999999996
1421,41263798,10757,SECOND_HALF,2913655,2947393,Pass,Successful,False,False,False,,,,,SECOND_HALF,2934098,10757,210311.0,0.294679,0.518365,41263799.0,210302.0,0.583428,0.435365,,,Nicolo,Barella,2934.098,48.90163333333333
1423,41263800,10757,SECOND_HALF,2913655,2947393,Pass,Successful,False,False,False,,,,,SECOND_HALF,2936944,10757,210302.0,0.621552,0.434915,41263801.0,210306.0,0.920634,0.637433,,,Leonardo,Spinazzola,2936.944,48.94906666666667
1425,41263802,10757,SECOND_HALF,2913655,2947393,Pass,Successful,False,False,False,,,,,SECOND_HALF,2943817,10757,210306.0,0.823539,0.678373,41263803.0,210310.0,0.944709,0.811201,,,Alessandro,Florenzi,2943.817,49.06361666666667
1427,41259210,10757,SECOND_HALF,2913655,2947393,Foul,,,,,Foul,,,,SECOND_HALF,2947393,10758,210333.0,0.126077,0.125592,,,,,,,Jan,Boril,2947.393,49.123216666666664
1428,41263831,10757,SECOND_HALF,2993171,2993992,Shot,On Target,,,,,Left Foot,0.08808616983569216,,SECOND_HALF,2993171,10757,210310.0,0.845725,0.885726,,,,,0.952699,0.0835142,Domenico,Berardi,2993.171,49.88618333333333
1429,41263831,10757,SECOND_HALF,2993171,2993992,Set Piece,,,,,Freekick,,,,SECOND_HALF,2993171,10757,210310.0,0.845725,0.885726,,,,,0.952699,0.0835142,Domenico,Berardi,2993.171,49.88618333333333
1430,41259232,10757,SECOND_HALF,2993171,2993992,Save,,,,,Punch,,,,SECOND_HALF,2993992,10758,210324.0,0.455997,0.00919158,,,,,,,Jiri,Pavlenka,2993.992,49.89986666666667
1431,41264409,10757,SECOND_HALF,3019209,3021156,Pass,Successful,True,True,False,,,,,SECOND_HALF,3019209,10757,210310.0,1.0,1.0,41264410.0,210308.0,0.386062,0.968841,,,Domenico,Berardi,3019.209,50.32015
1432,41264409,10757,SECOND_HALF,3019209,3021156,Set Piece,,,,,Corner,,,,SECOND_HALF,3019209,10757,210310.0,1.0,1.0,41264410.0,210308.0,0.386062,0.968841,,,Domenico,Berardi,3019.209,50.32015
1433,41264410,10757,SECOND_HALF,3019209,3021156,Shot,Missed,,,,,Head,0.09298785421579911,,SECOND_HALF,3021156,10757,210308.0,0.386062,0.968841,,,,,,,Giorgio,Chiellini,3021.156,50.3526
1434,41264410,10757,SECOND_HALF,3019209,3021156,Duel,Successful,,,,Aerial,,,,SECOND_HALF,3021156,10757,210308.0,0.386062,0.968841,,,,,,,Giorgio,Chiellini,3021.156,50.3526
1436,41259282,10758,SECOND_HALF,3044057,3047551,Pass,Successful,False,False,False,,,,,SECOND_HALF,3044057,10758,210330.0,1.0,0.143662,41259283.0,210338.0,0.838835,0.217273,,,Vladimir,Coufal,3044.057,50.73428333333333
1437,41259282,10758,SECOND_HALF,3044057,3047551,Set Piece,,,,,Throw-In,,,,SECOND_HALF,3044057,10758,210330.0,1.0,0.143662,41259283.0,210338.0,0.838835,0.217273,,,Vladimir,Coufal,3044.057,50.73428333333333
1438,41259283,10758,SECOND_HALF,3044057,3047551,Pass,Successful,False,False,False,,,,,SECOND_HALF,3045178,10758,210338.0,0.838835,0.217273,41259284.0,210329.0,0.891766,0.275475,,,Tomas,Soucek,3045.178,50.752966666666666
1441,41259291,10758,SECOND_HALF,3044057,3047551,Pass,Unsuccessful,False,False,False,,,,,SECOND_HALF,3047551,10758,210329.0,0.876873,0.3139,41259292.0,,0.78347,0.46289,,,Vladimir,Darida,3047.551,50.792516666666664
1442,41266568,10757,SECOND_HALF,3049102,3070558,Pass,Successful,False,False,False,,,,,SECOND_HALF,3049026,10757,210309.0,0.213894,0.537465,41266569.0,210304.0,0.0243854,0.690691,,,Leonardo,Bonucci,3049.026,50.817099999999996
1443,41266568,10757,SECOND_HALF,3049102,3070558,Recovery,,,,,,,,,SECOND_HALF,3049026,10757,210309.0,0.213894,0.537465,41266569.0,210304.0,0.0243854,0.690691,,,Leonardo,Bonucci,3049.026,50.817099999999996
1444,41266569,10757,SECOND_HALF,3049102,3070558,Pass,Successful,False,False,False,,,,,SECOND_HALF,3051257,10757,210304.0,0.0243854,0.690691,41266570.0,210305.0,0.0986472,0.745198,,,Lorenzo,Insigne,3051.257,50.854283333333335
1447,41266574,10757,SECOND_HALF,3049102,3070558,Pass,Successful,False,False,False,,,,,SECOND_HALF,3053442,10757,210305.0,0.0790342,0.728472,41266575.0,210301.0,0.115358,0.674019,,,Ciro,Immobile,3053.442,50.8907
1449,41266585,10757,SECOND_HALF,3049102,3070558,Pass,Successful,False,False,False,,,,,SECOND_HALF,3057150,10757,210301.0,0.134903,0.627902,41266586.0,210309.0,0.609607,0.458094,,,Manuel,Locatelli,3057.15,50.9525
1450,41266586,10757,SECOND_HALF,3049102,3070558,Pass,Successful,False,False,False,,,,,SECOND_HALF,3061005,10757,210309.0,0.609607,0.458094,41266587.0,210306.0,0.873556,0.653751,,,Leonardo,Bonucci,3061.005,51.01675
1453,41266597,10757,SECOND_HALF,3049102,3070558,Pass,Successful,False,False,False,,,,,SECOND_HALF,3066595,10757,210306.0,0.900778,0.75219,41266598.0,210310.0,0.70437,0.742004,,,Alessandro,Florenzi,3066.595,51.10991666666666
1455,41266599,10757,SECOND_HALF,3049102,3070558,Pass,Unsuccessful,False,False,False,,,,,SECOND_HALF,3069851,10757,210310.0,0.691623,0.764542,41266601.0,,0.660576,0.83102,,,Domenico,Berardi,3069.851,51.164183333333334
1457,41259318,10757,SECOND_HALF,3049102,3070558,Intervention,,,,,,,,,SECOND_HALF,3070396,10758,210335.0,0.337984,0.16785,,,,,,,David,Zima,3070.396,51.17326666666667
1458,41259322,10758,SECOND_HALF,3070798,3074561,Recovery,,,,,,,,,SECOND_HALF,3070798,10758,210338.0,0.321427,0.189563,,,,,,,Tomas,Soucek,3070.798,51.179966666666665
1459,41259326,10758,SECOND_HALF,3070798,3074561,Pass,Unsuccessful,False,False,False,,,,,SECOND_HALF,3073472,10758,210338.0,0.524998,0.170966,41259327.0,,0.593726,0.29161,,,Tomas,Soucek,3073.472,51.22453333333333
1461,41266610,10758,SECOND_HALF,3070798,3074561,Interception,,,,,,,,,SECOND_HALF,3074527,10757,210301.0,0.413569,0.714195,,,,,,,Manuel,Locatelli,3074.527,51.24211666666667
1462,41266610,10757,SECOND_HALF,3074561,3076553,Interception,,,,,,,,,SECOND_HALF,3074527,10757,210301.0,0.413569,0.714195,,,,,,,Manuel,Locatelli,3074.527,51.24211666666667
1463,41266612,10757,SECOND_HALF,3074561,3076553,Pass,Unsuccessful,False,False,False,,,,,SECOND_HALF,3076553,10757,210301.0,0.307688,0.756084,41266613.0,,0.393723,0.858934,,,Manuel,Locatelli,3076.553,51.27588333333333
1464,41259330,10758,SECOND_HALF,3077462,3080433,Pass,Successful,False,False,False,,,,,SECOND_HALF,3077462,10758,210332.0,0.617275,0.136049,41259331.0,210330.0,0.690441,0.131982,,,Jakub,Brabec,3077.462,51.29103333333333
1465,41259330,10758,SECOND_HALF,3077462,3080433,Recovery,,,,,,,,,SECOND_HALF,3077462,10758,210332.0,0.617275,0.136049,41259331.0,210330.0,0.690441,0.131982,,,Jakub,Brabec,3077.462,51.29103333333333
1467,41259335,10758,SECOND_HALF,3077462,3080433,Ball Received,,,,,,,,,SECOND_HALF,3078832,10758,210332.0,0.697161,0.124619,,,,,,,Jakub,Brabec,3078.832,51.31386666666666
1468,41259336,10758,SECOND_HALF,3077462,3080433,Pass,Unsuccessful,False,False,False,,,,,SECOND_HALF,3080433,10758,210332.0,0.758343,0.131281,41259337.0,,0.696665,0.427931,,,Jakub,Brabec,3080.433,51.34055
1469,41266638,10757,SECOND_HALF,3082877,3082877,Pass,Unsuccessful,False,False,False,,,,,SECOND_HALF,3082877,10757,210309.0,0.299875,0.570492,41266639.0,,0.0,0.896918,,,Leonardo,Bonucci,3082.877,51.381283333333336
1470,41266638,10757,SECOND_HALF,3082877,3082877,Recovery,,,,,,,,,SECOND_HALF,3082877,10757,210309.0,0.299875,0.570492,41266639.0,,0.0,0.896918,,,Leonardo,Bonucci,3082.877,51.381283333333336
1471,41259351,10758,SECOND_HALF,3102021,3103681,Pass,Successful,False,False,False,,,,,SECOND_HALF,3102021,10758,210330.0,1.0,0.139584,41259352.0,210329.0,0.965684,0.199171,,,Vladimir,Coufal,3102.021,51.70035
